t(ticks) ; nlug ; id_viat ; observ
873      ;   27 ;     515 ; parking
875      ;   26 ;     517 ; parking
875      ;   25 ;     517 ; parking
875      ;   26 ;     513 ; exit
876      ;   25 ;     518 ; parking
877      ;   26 ;     517 ; exit
877      ;   27 ;     517 ; exit
877      ;   28 ;     514 ; exit
878      ;   27 ;     519 ; parking
880      ;   26 ;     520 ; parking
881      ;   27 ;     515 ; exit
881      ;   26 ;     521 ; parking
884      ;   27 ;     519 ; exit
884      ;   26 ;     522 ; parking
885      ;   25 ;     523 ; parking
885      ;   26 ;     518 ; exit
887      ;   27 ;     520 ; exit
887      ;   26 ;     524 ; parking
887      ;   27 ;     521 ; exit
889      ;   26 ;     525 ; parking
890      ;   25 ;     526 ; parking
891      ;   26 ;     523 ; exit
891      ;   27 ;     525 ; exit
891      ;   26 ;     527 ; parking
893      ;   25 ;     528 ; parking
893      ;   26 ;     522 ; exit
894      ;   27 ;     526 ; exit
895      ;   26 ;     529 ; parking
896      ;   25 ;     530 ; parking
897      ;   26 ;     524 ; exit
896      ;   27 ;     527 ; exit
899      ;   26 ;     531 ; parking
899      ;   27 ;     529 ; exit
900      ;   28 ;     528 ; exit
901      ;   27 ;     532 ; parking
902      ;   28 ;     532 ; exit
902      ;   27 ;     533 ; parking
903      ;   28 ;     530 ; exit
903      ;   27 ;     534 ; parking
904      ;   26 ;     535 ; parking
905      ;   27 ;     531 ; exit
906      ;   26 ;     536 ; parking
906      ;   27 ;     534 ; exit
909      ;   28 ;     533 ; exit
909      ;   27 ;     537 ; parking
911      ;   26 ;     539 ; parking
911      ;   25 ;     539 ; parking
913      ;   26 ;     537 ; exit
913      ;   25 ;     540 ; parking
914      ;   26 ;     539 ; exit
913      ;   27 ;     535 ; exit
914      ;   28 ;     539 ; exit
914      ;   27 ;     541 ; parking
915      ;   28 ;     536 ; exit
916      ;   29 ;     540 ; exit
917      ;   28 ;     542 ; parking
918      ;   27 ;     543 ; parking
918      ;   28 ;     541 ; exit
920      ;   27 ;     544 ; parking
922      ;   26 ;     546 ; parking
922      ;   27 ;     543 ; exit
921      ;   26 ;     545 ; parking
924      ;   27 ;     542 ; exit
925      ;   26 ;     547 ; parking
928      ;   25 ;     549 ; parking
928      ;   24 ;     549 ; parking
928      ;   25 ;     546 ; exit
929      ;   26 ;     544 ; exit
931      ;   25 ;     550 ; parking
931      ;   26 ;     545 ; exit
932      ;   25 ;     551 ; parking
932      ;   26 ;     547 ; exit
933      ;   27 ;     550 ; exit
934      ;   28 ;     549 ; exit
934      ;   29 ;     549 ; exit
934      ;   28 ;     552 ; parking
935      ;   27 ;     553 ; parking
937      ;   28 ;     552 ; exit
937      ;   29 ;     553 ; exit
937      ;   28 ;     554 ; parking
939      ;   27 ;     555 ; parking
941      ;   28 ;     551 ; exit
942      ;   27 ;     557 ; parking
941      ;   26 ;     556 ; parking
941      ;   27 ;     554 ; exit
942      ;   28 ;     556 ; exit
944      ;   29 ;     557 ; exit
945      ;   28 ;     558 ; parking
946      ;   27 ;     559 ; parking
949      ;   28 ;     555 ; exit
949      ;   27 ;     560 ; parking
948      ;   28 ;     559 ; exit
950      ;   27 ;     561 ; parking
951      ;   26 ;     562 ; parking
951      ;   27 ;     561 ; exit
952      ;   26 ;     563 ; parking
952      ;   27 ;     558 ; exit
954      ;   29 ;     563 ; exit
954      ;   29 ;     560 ; exit
954      ;   28 ;     564 ; parking
955      ;   27 ;     565 ; parking
956      ;   26 ;     566 ; parking
956      ;   27 ;     565 ; exit
957      ;   28 ;     562 ; exit
957      ;   27 ;     567 ; parking
959      ;   26 ;     569 ; parking
958      ;   25 ;     568 ; parking
959      ;   26 ;     564 ; exit
961      ;   27 ;     567 ; exit
961      ;   26 ;     570 ; parking
962      ;   25 ;     571 ; parking
962      ;   26 ;     570 ; exit
963      ;   25 ;     572 ; parking
964      ;   26 ;     566 ; exit
964      ;   27 ;     569 ; exit
965      ;   26 ;     573 ; parking
964      ;   27 ;     568 ; exit
966      ;   28 ;     572 ; exit
966      ;   27 ;     574 ; parking
968      ;   26 ;     575 ; parking
970      ;   27 ;     571 ; exit
970      ;   28 ;     574 ; exit
970      ;   27 ;     576 ; parking
971      ;   26 ;     577 ; parking
972      ;   27 ;     576 ; exit
973      ;   26 ;     578 ; parking
974      ;   27 ;     575 ; exit
974      ;   26 ;     579 ; parking
974      ;   27 ;     577 ; exit
975      ;   28 ;     573 ; exit
976      ;   29 ;     578 ; exit
977      ;   28 ;     580 ; parking
978      ;   27 ;     581 ; parking
979      ;   28 ;     581 ; exit
979      ;   29 ;     579 ; exit
981      ;   28 ;     582 ; parking
982      ;   27 ;     583 ; parking
983      ;   26 ;     584 ; parking
985      ;   27 ;     580 ; exit
985      ;   26 ;     585 ; parking
986      ;   25 ;     586 ; parking
987      ;   26 ;     585 ; exit
988      ;   27 ;     584 ; exit
988      ;   26 ;     587 ; parking
988      ;   27 ;     586 ; exit
989      ;   28 ;     582 ; exit
989      ;   29 ;     583 ; exit
991      ;   28 ;     588 ; parking
992      ;   27 ;     589 ; parking
995      ;   28 ;     587 ; exit
995      ;   27 ;     591 ; parking
996      ;   26 ;     592 ; parking
996      ;   27 ;     591 ; exit
997      ;   26 ;     593 ; parking
997      ;   27 ;     588 ; exit
997      ;   26 ;     593 ; parking
998      ;   25 ;     594 ; parking
999      ;   26 ;     594 ; exit
999      ;   25 ;     595 ; parking
1001     ;   26 ;     595 ; exit
1002     ;   27 ;     592 ; exit
1002     ;   28 ;     589 ; exit
1006     ;   29 ;     593 ; exit
1006     ;   30 ;     593 ; exit
